	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	featureData.symbol
ENSG00000152061	73.5695419	3.771834811	0.218810866	17.23787711	1.38E-66	4.30E-64	RABGAP1L
ENSG00000185745	634.7487649	6.47666141	0.377738347	17.14589333	6.75E-66	2.03E-63	IFIT1
ENSG00000034510	891.8685762	1.717470793	0.100654137	17.06309185	2.79E-65	8.12E-63	TMSB10
ENSG00000188290	74.59280774	4.983746703	0.295250082	16.87974706	6.34E-64	1.76E-61	HES4
ENSG00000128383	887.6021536	4.354677778	0.257997364	16.87876851	6.45E-64	1.76E-61	APOBEC3A
ENSG00000157601	288.0817838	4.698845289	0.2807854	16.7346496	7.33E-63	1.94E-60	MX1
ENSG00000055332	61.86531396	3.495158854	0.212608956	16.43937736	9.99E-61	2.56E-58	EIF2AK2
ENSG00000100220	55.54843999	3.048821825	0.18599779	16.39170992	2.19E-60	5.46E-58	RTCB
ENSG00000126709	429.394321	4.055222364	0.247636966	16.37567459	2.85E-60	6.91E-58	IFI6
ENSG00000111335	39.35256358	3.70197945	0.226771373	16.32472124	6.58E-60	1.55E-57	OAS2
ENSG00000134326	50.20843095	4.926160975	0.303848884	16.212536	4.11E-59	9.20E-57	CMPK2
ENSG00000160932	534.7176322	3.88799744	0.239794028	16.21390436	4.02E-59	9.20E-57	LY6E
ENSG00000121858	812.6867521	3.972425587	0.247114913	16.07521591	3.81E-58	8.30E-56	TNFSF10
ENSG00000183486	75.61397229	4.347306856	0.271796756	15.99469737	1.39E-57	2.96E-55	MX2
ENSG00000152558	82.13215073	2.197442118	0.142252007	15.44752983	7.84E-54	1.63E-51	TMEM123
ENSG00000111331	33.41610826	3.652586845	0.236701561	15.43119032	1.01E-53	2.05E-51	OAS3
ENSG00000185338	65.69432983	3.657319859	0.238244523	15.35111833	3.48E-53	6.90E-51	SOCS1
ENSG00000133106	148.538495	2.878766922	0.190046075	15.14773152	7.84E-52	1.52E-49	EPSTI1
ENSG00000117228	382.2096387	2.131103764	0.140723277	15.14393223	8.31E-52	1.58E-49	GBP1
ENSG00000135899	65.80348787	2.222541418	0.149627402	14.85383952	6.57E-50	1.22E-47	SP110
ENSG00000175550	149.5811621	1.503386056	0.10326603	14.55837946	5.17E-48	9.39E-46	DRAP1
ENSG00000104951	122.6328392	3.170074505	0.218129039	14.53302372	7.48E-48	1.33E-45	IL4I1
ENSG00000142089	881.8522067	3.743485778	0.259908503	14.40309081	4.95E-47	8.63E-45	IFITM3
ENSG00000137965	47.1030033	3.233719257	0.230836868	14.00867758	1.38E-44	2.31E-42	IFI44
ENSG00000136514	28.64949609	3.103897349	0.222502062	13.94997118	3.15E-44	5.18E-42	RTP4
ENSG00000105402	61.47629246	1.827660149	0.131478867	13.90079026	6.26E-44	1.01E-41	NAPA
ENSG00000169245	3120.297189	5.066234811	0.366352564	13.82885043	1.71E-43	2.71E-41	CXCL10
ENSG00000137198	31.9765822	5.345441643	0.387728877	13.78654508	3.07E-43	4.78E-41	GMPR
ENSG00000004468	35.9957472	5.362739106	0.390623738	13.72865645	6.84E-43	1.05E-40	CD38
ENSG00000168961	57.29701668	2.731911511	0.200647383	13.61548536	3.24E-42	4.87E-40	LGALS9
ENSG00000106588	118.2720544	1.510976979	0.111614284	13.53748759	9.39E-42	1.39E-39	PSMA2
ENSG00000239713	63.15051946	2.006820252	0.149308634	13.44075153	3.49E-41	5.07E-39	APOBEC3G
ENSG00000149131	40.60182204	3.959869668	0.296566707	13.35237427	1.15E-40	1.64E-38	SERPING1
ENSG00000123609	114.0711329	2.234544382	0.169766217	13.16247969	1.44E-39	2.03E-37	NMI
ENSG00000132274	33.06858938	2.549271573	0.196145148	12.99686275	1.27E-38	1.76E-36	TRIM22
ENSG00000110848	56.99944962	2.974558186	0.229421709	12.96546087	1.92E-38	2.62E-36	CD69
ENSG00000164825	47.45528377	6.382356664	0.492881215	12.94907672	2.38E-38	3.19E-36	DEFB1
ENSG00000102524	232.567014	2.636468917	0.203775008	12.93813671	2.74E-38	3.62E-36	TNFSF13B
ENSG00000003402	87.20777578	2.247158523	0.174327121	12.89046998	5.09E-38	6.63E-36	CFLAR
ENSG00000162654	124.4392347	2.15968035	0.169380327	12.75047931	3.10E-37	3.97E-35	GBP4
ENSG00000138496	34.47474634	2.443096261	0.192308926	12.70401908	5.62E-37	7.10E-35	PARP9
ENSG00000204389	201.3008399	2.766093067	0.219746689	12.58764391	2.47E-36	3.03E-34	HSPA1A
ENSG00000124795	61.42194023	1.518424286	0.121408631	12.50672434	6.86E-36	8.31E-34	DEK
ENSG00000131203	267.3949078	5.413019915	0.433489697	12.48707859	8.78E-36	1.05E-33	IDO1
ENSG00000148175	31.91475481	2.746524325	0.220275764	12.46857243	1.11E-35	1.31E-33	STOM
ENSG00000168899	145.8961098	2.960896071	0.237918488	12.44500206	1.49E-35	1.73E-33	VAMP5
ENSG00000125148	274.8488477	3.111360001	0.251855246	12.35376291	4.65E-35	5.33E-33	MT2A
ENSG00000111348	120.8674441	-1.53894436	0.124806431	-12.33064951	6.19E-35	7.02E-33	ARHGDIB
ENSG00000173193	54.68944815	2.1860519	0.177311691	12.32886502	6.33E-35	7.08E-33	PARP14
ENSG00000130066	1541.087342	1.358567841	0.11035568	12.3108103	7.92E-35	8.75E-33	SAT1
ENSG00000213689	32.10119971	2.329397887	0.193566667	12.03408583	2.35E-33	2.56E-31	TREX1
ENSG00000080824	306.6106878	1.327042078	0.110844267	11.97213096	4.97E-33	5.36E-31	HSP90AA1
ENSG00000114127	37.56537837	2.188444417	0.183238403	11.94315376	7.05E-33	7.50E-31	XRN1
ENSG00000173821	59.11498704	1.805385652	0.151721474	11.89934164	1.19E-32	1.25E-30	RNF213
ENSG00000101017	41.54974806	2.382510023	0.20036015	11.89113713	1.32E-32	1.37E-30	CD40
ENSG00000131979	52.6443547	2.180185833	0.184941935	11.78848825	4.48E-32	4.59E-30	GCH1
ENSG00000185885	20.67530009	3.45097059	0.295631197	11.67322877	1.75E-31	1.77E-29	IFITM1
ENSG00000108771	17.73718755	4.18668908	0.359144124	11.65740659	2.10E-31	2.11E-29	DHX58
ENSG00000133574	66.27984701	2.081848611	0.180560669	11.52991191	9.32E-31	9.24E-29	GIMAP4
ENSG00000163644	21.80897953	3.090516446	0.269248335	11.47831221	1.70E-30	1.64E-28	PPM1K
ENSG00000101596	54.7908463	1.846349626	0.160855115	11.47833956	1.70E-30	1.64E-28	SMCHD1
ENSG00000116663	37.25231039	1.889291767	0.165148624	11.43994857	2.64E-30	2.53E-28	FBXO6
ENSG00000086065	73.50917563	1.454087146	0.127166534	11.43451107	2.81E-30	2.67E-28	CHMP5
ENSG00000167461	63.36516733	1.477142183	0.129237557	11.42966652	2.97E-30	2.79E-28	RAB8A
ENSG00000117475	22.82155818	3.013501479	0.263821022	11.42252221	3.23E-30	2.99E-28	BLZF1
ENSG00000205302	67.33354923	1.397809057	0.122821372	11.38082918	5.21E-30	4.78E-28	SNX2
ENSG00000110852	95.39474986	1.324395791	0.116462061	11.37190755	5.77E-30	5.24E-28	CLEC2B
ENSG00000240065	387.4082713	1.437038995	0.126807169	11.33247437	9.06E-30	8.15E-28	PSMB9
ENSG00000140105	197.2992869	2.141311119	0.189195733	11.31796731	1.07E-29	9.52E-28	WARS
ENSG00000124357	80.36038055	1.748076359	0.154967953	11.28024427	1.64E-29	1.45E-27	NAGK
ENSG00000086061	235.9744958	1.425973951	0.128094269	11.13222288	8.74E-29	7.63E-27	DNAJA1
ENSG00000156136	26.24563814	2.208431161	0.198879043	11.10439357	1.19E-28	1.03E-26	DCK
ENSG00000138135	22.99489947	5.973037647	0.541230806	11.03602673	2.56E-28	2.19E-26	CH25H
ENSG00000067066	68.40110084	1.477601619	0.134283012	11.00363773	3.67E-28	3.11E-26	SP100
ENSG00000163666	23.20265008	6.369811926	0.581447937	10.95508561	6.28E-28	5.27E-26	HESX1
ENSG00000020577	16.74361385	4.345829958	0.39768831	10.92772869	8.49E-28	7.06E-26	SAMD4A
ENSG00000168394	121.7422195	1.673784259	0.153632991	10.89469292	1.22E-27	1.01E-25	TAP1
ENSG00000198604	86.37457196	1.265538467	0.116272521	10.88424383	1.37E-27	1.12E-25	BAZ1A
ENSG00000196954	159.259091	1.32904453	0.123157755	10.79139945	3.78E-27	3.05E-25	CASP4
ENSG00000074800	119.5862183	-1.154233261	0.107290721	-10.75799707	5.43E-27	4.35E-25	ENO1
ENSG00000132530	54.01305328	2.698699245	0.252168422	10.70197143	9.96E-27	7.90E-25	XAF1
ENSG00000136867	109.2955883	1.949399458	0.182240761	10.69683556	1.05E-26	8.28E-25	SLC31A2
ENSG00000117091	146.9547552	1.358721189	0.127074389	10.6923291	1.11E-26	8.61E-25	CD48
ENSG00000135077	69.86062972	1.561259578	0.146151547	10.68247043	1.23E-26	9.49E-25	HAVCR2
ENSG00000008130	17.74998322	3.09532332	0.2903708	10.65989874	1.57E-26	1.20E-24	NADK
ENSG00000196684	15.31670101	3.799258353	0.357543654	10.62599858	2.26E-26	1.71E-24	HSH2D
ENSG00000135535	76.32045058	1.508145343	0.14253828	10.58063377	3.66E-26	2.76E-24	CD164
ENSG00000197272	23.08380328	6.612856915	0.628287015	10.52521658	6.61E-26	4.89E-24	IL27
ENSG00000013374	44.50843867	1.819226883	0.173064045	10.51187079	7.62E-26	5.58E-24	NUB1
ENSG00000089009	278.0132286	-1.052276451	0.10064016	-10.45583044	1.38E-25	1.00E-23	RPL6
ENSG00000130589	15.13187072	3.253331919	0.312148518	10.42238464	1.96E-25	1.41E-23	HELZ2
ENSG00000002549	178.1648403	2.425675118	0.233681937	10.38024228	3.05E-25	2.18E-23	LAP3
ENSG00000130813	31.00753024	2.060242222	0.199258112	10.33956513	4.67E-25	3.31E-23	C19orf66
ENSG00000138642	14.95005644	4.036593537	0.390632942	10.33346935	4.97E-25	3.50E-23	HERC6
ENSG00000059378	27.72028295	2.697896459	0.261388559	10.32140225	5.64E-25	3.90E-23	PARP12
ENSG00000139278	36.4235185	-1.84683205	0.178931271	-10.32146054	5.64E-25	3.90E-23	GLIPR1
ENSG00000108700	527.7375595	7.512182792	0.732918184	10.2496881	1.19E-24	8.15E-23	CCL8
ENSG00000169136	48.49712806	1.991336207	0.194678005	10.22887105	1.47E-24	1.00E-22	ATF5
ENSG00000136560	43.48562776	1.66963899	0.164434966	10.15379533	3.19E-24	2.14E-22	TANK
ENSG00000150459	153.9737631	1.028323435	0.101322037	10.14906002	3.35E-24	2.23E-22	SAP18
ENSG00000110057	23.82921902	2.185219864	0.215765497	10.12775397	4.16E-24	2.75E-22	UNC93B1
ENSG00000162772	23.27046252	2.298122622	0.229199602	10.02673042	1.16E-23	7.57E-22	ATF3
ENSG00000106605	53.70524435	2.033711837	0.203123547	10.01219143	1.35E-23	8.70E-22	BLVRA
ENSG00000067082	124.5858953	1.298960556	0.130005154	9.991608144	1.66E-23	1.06E-21	KLF6
ENSG00000115415	51.99852463	1.497633923	0.151560362	9.881435352	5.01E-23	3.19E-21	STAT1
ENSG00000100911	345.7208385	1.08312882	0.109705087	9.87309572	5.45E-23	3.44E-21	PSME2
ENSG00000038427	15.30558923	-3.519181897	0.357311784	-9.849050744	6.92E-23	4.34E-21	VCAN
ENSG00000153113	49.23185746	1.405398079	0.143314051	9.806422087	1.06E-22	6.58E-21	CAST
ENSG00000096384	154.025124	1.025842849	0.104818279	9.786869824	1.28E-22	7.93E-21	HSP90AB1
ENSG00000146859	21.63959079	2.151967175	0.220288185	9.768872406	1.53E-22	9.41E-21	TMEM140
ENSG00000111912	14.3628043	3.97571705	0.408259606	9.738208229	2.07E-22	1.26E-20	NCOA7
ENSG00000197536	25.47631608	2.443548258	0.251190292	9.72787699	2.29E-22	1.39E-20	C5orf56
ENSG00000124226	43.42184787	1.44235496	0.14843143	9.717314962	2.54E-22	1.53E-20	RNF114
ENSG00000100596	25.60366449	2.764365029	0.285776795	9.673161286	3.92E-22	2.33E-20	SPTLC2
ENSG00000026751	100.1777181	1.924549893	0.199227182	9.660076869	4.46E-22	2.63E-20	SLAMF7
ENSG00000163568	30.87261715	1.973285667	0.204415241	9.653319655	4.76E-22	2.79E-20	AIM2
ENSG00000124256	12.497042	4.241948589	0.439812773	9.644896303	5.17E-22	3.00E-20	ZBP1
ENSG00000221963	23.62575777	2.084086991	0.216421255	9.629770382	5.99E-22	3.46E-20	APOL6
ENSG00000135094	47.19167946	3.155615495	0.327964298	9.621826255	6.47E-22	3.71E-20	SDS
ENSG00000138035	14.78381392	4.229168397	0.439833764	9.615379125	6.89E-22	3.93E-20	PNPT1
ENSG00000102794	21.91134414	3.920213095	0.408772256	9.590213228	8.79E-22	4.98E-20	IRG1
ENSG00000111144	39.1383439	-2.731321864	0.289844591	-9.423401181	4.37E-21	2.44E-19	LTA4H
ENSG00000162614	11.85914482	4.2431549	0.454429587	9.337320945	9.88E-21	5.49E-19	NEXN
ENSG00000188820	396.3368072	2.425768925	0.261688899	9.269666906	1.87E-20	1.03E-18	FAM26F
ENSG00000112773	24.45755295	2.242112953	0.242700991	9.238169745	2.51E-20	1.38E-18	FAM46A
ENSG00000141504	49.4777258	1.452308605	0.157423109	9.225510889	2.82E-20	1.54E-18	SAT2
ENSG00000235750	13.4818158	4.031537802	0.437782342	9.209000489	3.29E-20	1.78E-18	KIAA0040
ENSG00000152778	14.81695751	2.887330997	0.314937387	9.167952468	4.82E-20	2.60E-18	IFIT5
ENSG00000137959	80.14773127	4.104021141	0.447753925	9.165796015	4.92E-20	2.63E-18	IFI44L
ENSG00000120690	37.79061498	1.602678802	0.175353909	9.13968107	6.26E-20	3.33E-18	ELF1
ENSG00000144848	98.54179609	1.112433631	0.122004569	9.117966947	7.65E-20	4.05E-18	ATG3
ENSG00000124201	17.46512785	2.053735186	0.226057229	9.085023283	1.04E-19	5.45E-18	ZNFX1
ENSG00000136682	26.83926835	1.619745742	0.180444358	8.976427771	2.80E-19	1.45E-17	CBWD2
ENSG00000231925	37.38453211	1.401187019	0.156289466	8.965332457	3.09E-19	1.60E-17	TAPBP
ENSG00000173221	161.0102548	1.595452137	0.178052892	8.960551648	3.23E-19	1.66E-17	GLRX
ENSG00000170581	19.46526032	2.552433818	0.284897606	8.959126954	3.27E-19	1.67E-17	STAT2
ENSG00000108691	700.7553482	3.397001675	0.380103571	8.937042252	4.00E-19	2.03E-17	CCL2
ENSG00000181381	27.66938848	2.220262554	0.248908652	8.919989463	4.66E-19	2.35E-17	DDX60L
ENSG00000026508	107.6717935	-1.155097396	0.129558132	-8.915668784	4.85E-19	2.43E-17	CD44
ENSG00000168310	39.35585872	2.465305209	0.277059325	8.898113085	5.68E-19	2.83E-17	IRF2
ENSG00000140464	15.66527334	2.87235672	0.323626324	8.875534865	6.96E-19	3.45E-17	PML
ENSG00000153823	16.52341625	-3.253861171	0.369009941	-8.817814402	1.17E-18	5.72E-17	PID1
ENSG00000136689	175.5776232	3.762714471	0.429239374	8.766004931	1.85E-18	9.02E-17	IL1RN
ENSG00000123610	106.8852579	2.418653024	0.27648896	8.747738138	2.18E-18	1.05E-16	TNFAIP6
ENSG00000173083	44.06569385	2.615717053	0.299211833	8.742024086	2.29E-18	1.10E-16	HPSE
ENSG00000021355	112.8527403	1.591488813	0.182104021	8.739449032	2.34E-18	1.12E-16	SERPINB1
ENSG00000106991	21.09337371	-1.931888158	0.221456619	-8.72355121	2.70E-18	1.28E-16	ENG
ENSG00000213064	16.77519684	2.127491013	0.244217385	8.711464237	3.00E-18	1.41E-16	SFT2D2
ENSG00000113387	112.4589982	1.220439996	0.140610866	8.679556797	3.97E-18	1.86E-16	SUB1
ENSG00000010030	16.07736312	3.011114143	0.347806395	8.657443292	4.82E-18	2.25E-16	ETV7
ENSG00000092295	11.1359139	5.633253841	0.652945275	8.627451723	6.27E-18	2.91E-16	TGM1
ENSG00000025708	690.4503682	1.191556673	0.138457422	8.605942949	7.57E-18	3.49E-16	TYMP
ENSG00000152766	36.77248176	2.632809682	0.306770419	8.582345355	9.30E-18	4.27E-16	ANKRD22
ENSG00000104325	46.53673202	1.368635437	0.159616642	8.574515927	9.95E-18	4.54E-16	DECR1
ENSG00000160710	30.06136998	1.718614359	0.200806256	8.558569821	1.14E-17	5.19E-16	ADAR
ENSG00000155130	23.19848578	1.845878736	0.216188606	8.53827946	1.36E-17	6.12E-16	MARCKS
ENSG00000105967	18.06565132	2.280920061	0.267910561	8.513737029	1.68E-17	7.53E-16	TFEC
ENSG00000138433	47.06790317	1.506528468	0.177575891	8.483857026	2.18E-17	9.69E-16	CIR1
ENSG00000136213	11.13224484	3.009685699	0.354827168	8.482117401	2.21E-17	9.79E-16	CHST12
ENSG00000164430	26.20241365	1.73540515	0.204688056	8.478292197	2.29E-17	1.01E-15	MB21D1
ENSG00000136147	27.46030411	1.847280279	0.218241947	8.464368585	2.58E-17	1.13E-15	PHF11
ENSG00000131042	76.25864089	1.087318005	0.12879651	8.44213874	3.12E-17	1.36E-15	LILRB2
ENSG00000163683	39.76121722	1.921944623	0.22945963	8.375959743	5.48E-17	2.38E-15	SMIM14
ENSG00000107099	28.43204022	1.651455683	0.197497068	8.361925066	6.17E-17	2.66E-15	DOCK8
ENSG00000115271	30.19738932	1.554821937	0.186188091	8.350813051	6.78E-17	2.91E-15	GCA
ENSG00000163840	15.26051889	2.149068534	0.257947187	8.331428445	7.99E-17	3.41E-15	DTX3L
ENSG00000135604	92.75541374	1.102041161	0.132915256	8.291306734	1.12E-16	4.77E-15	STX11
ENSG00000163563	57.01064474	2.542660039	0.307284213	8.274619812	1.29E-16	5.46E-15	MNDA
ENSG00000106211	196.4924174	1.575318467	0.190937856	8.250425021	1.58E-16	6.65E-15	HSPB1
ENSG00000113368	11.8556449	2.489108768	0.303799188	8.193269987	2.54E-16	1.06E-14	LMNB1
ENSG00000123130	46.86316518	1.271274334	0.15516527	8.193034018	2.55E-16	1.06E-14	ACOT9
ENSG00000102760	46.31275463	-1.923680284	0.235293711	-8.175655333	2.94E-16	1.22E-14	RGCC
ENSG00000123240	25.29426325	2.724412477	0.334505391	8.144599612	3.81E-16	1.56E-14	OPTN
ENSG00000144674	12.67871662	2.245039484	0.27625255	8.126764748	4.41E-16	1.78E-14	GOLGA4
ENSG00000086300	90.14363606	1.250369562	0.154056459	8.116307298	4.81E-16	1.93E-14	SNX10
ENSG00000128284	39.75895597	1.737120763	0.214225979	8.108824019	5.11E-16	2.04E-14	APOL3
ENSG00000163823	31.70544572	2.029586058	0.251126042	8.08194182	6.37E-16	2.54E-14	CCR1
ENSG00000140749	168.0873078	1.404463902	0.173846174	8.078773743	6.54E-16	2.59E-14	IGSF6
ENSG00000197353	10.15790563	3.082789448	0.383264371	8.043506466	8.73E-16	3.45E-14	LYPD2
ENSG00000186480	53.27320496	-1.705770089	0.212176017	-8.039410439	9.03E-16	3.55E-14	INSIG1
ENSG00000110492	8.089022097	4.062313857	0.5075775	8.003337139	1.21E-15	4.69E-14	MDK
ENSG00000184182	45.63042261	1.52965309	0.191166544	8.001677779	1.23E-15	4.74E-14	UBE2F
ENSG00000117226	31.52825693	2.145699851	0.269608086	7.95858863	1.74E-15	6.69E-14	GBP3
ENSG00000178685	11.25981948	2.392431666	0.300702857	7.956132152	1.78E-15	6.79E-14	PARP10
ENSG00000256262	16.25525306	2.48621093	0.313468913	7.931283848	2.17E-15	8.26E-14	USP30-AS1
ENSG00000132256	9.208446121	2.708544495	0.341865618	7.922833855	2.32E-15	8.80E-14	TRIM5
ENSG00000161929	17.93415586	2.721182781	0.343534729	7.921128638	2.35E-15	8.89E-14	SCIMP
ENSG00000102879	59.83445528	-1.360611956	0.172471351	-7.888915763	3.05E-15	1.14E-13	CORO1A
ENSG00000168461	39.35685096	1.398487205	0.177269227	7.889057953	3.04E-15	1.14E-13	RAB31
ENSG00000107262	35.16852605	1.88602923	0.239116136	7.887502962	3.08E-15	1.15E-13	BAG1
ENSG00000233276	127.1221787	-1.195227019	0.151621724	-7.882953644	3.20E-15	1.19E-13	GPX1
ENSG00000125538	42.55946188	-2.600866817	0.330550153	-7.868297113	3.60E-15	1.33E-13	IL1B
ENSG00000213047	12.86279416	2.977019932	0.378467759	7.86598029	3.66E-15	1.35E-13	DENND1B
ENSG00000173786	10.30309559	2.881549686	0.367943442	7.831501679	4.82E-15	1.77E-13	CNP
ENSG00000121380	8.022103144	5.177986779	0.661682778	7.825482162	5.06E-15	1.85E-13	BCL2L14
ENSG00000204267	29.90756875	1.645819444	0.210606427	7.814668667	5.51E-15	2.00E-13	TAP2
ENSG00000110077	41.21230163	2.148482972	0.276171927	7.779512563	7.28E-15	2.62E-13	MS4A6A
ENSG00000140511	8.547956772	3.857695355	0.496755999	7.765775079	8.11E-15	2.91E-13	HAPLN3
ENSG00000143344	13.29837931	2.602748414	0.335728539	7.75253847	9.01E-15	3.21E-13	RGL1
ENSG00000180628	34.82317595	1.312277124	0.169264321	7.75282775	8.99E-15	3.21E-13	PCGF5
ENSG00000172594	21.9900183	-1.676034524	0.216304881	-7.748482219	9.30E-15	3.28E-13	SMPDL3A
ENSG00000104518	37.63003671	1.343386427	0.173370363	7.748650935	9.29E-15	3.28E-13	GSDMD
ENSG00000112343	27.82522313	1.414646082	0.182665423	7.744465575	9.60E-15	3.38E-13	TRIM38
ENSG00000116260	21.00734824	-1.848529206	0.238991372	-7.734711045	1.04E-14	3.63E-13	QSOX1
ENSG00000221914	18.7015082	1.671347978	0.21680053	7.70915081	1.27E-14	4.42E-13	PPP2R2A
ENSG00000126432	29.4636876	-1.31426469	0.170506039	-7.708024286	1.28E-14	4.44E-13	PRDX5
ENSG00000135148	15.3544243	1.938268431	0.251982747	7.692068038	1.45E-14	5.01E-13	TRAFD1
ENSG00000137947	33.32402547	1.66396654	0.216430843	7.688213557	1.49E-14	5.14E-13	GTF2B
ENSG00000154305	14.53755569	2.008624054	0.261311294	7.686709692	1.51E-14	5.18E-13	MIA3
ENSG00000164691	15.88958544	1.838890456	0.241105309	7.626918132	2.40E-14	8.22E-13	TAGAP
ENSG00000159228	27.08686444	2.170068131	0.285441565	7.602495215	2.90E-14	9.90E-13	CBR1
ENSG00000166165	15.71578668	2.597538125	0.342704988	7.579516532	3.47E-14	1.18E-12	CKB
ENSG00000102871	31.26653518	1.465138853	0.193358189	7.577330225	3.53E-14	1.19E-12	TRADD
ENSG00000129515	41.91579182	1.176067262	0.155676364	7.55456533	4.20E-14	1.42E-12	SNX6
ENSG00000154451	119.8696145	1.702883	0.225894869	7.538387264	4.76E-14	1.59E-12	GBP5
ENSG00000265681	39.78698157	-1.122156642	0.149215678	-7.520366871	5.46E-14	1.82E-12	RPL17
ENSG00000110079	157.1967627	1.752835134	0.233169358	7.517433469	5.59E-14	1.85E-12	MS4A4A
ENSG00000188404	27.20736084	1.810778227	0.241534944	7.496961717	6.53E-14	2.16E-12	SELL
ENSG00000114450	20.2520797	1.543091506	0.206460155	7.474040221	7.78E-14	2.55E-12	GNB4
ENSG00000170345	22.06124593	-1.635443272	0.219365001	-7.455351874	8.96E-14	2.92E-12	FOS
ENSG00000127951	175.8955528	1.145688638	0.154415679	7.419509771	1.18E-13	3.80E-12	FGL2
ENSG00000069493	16.54583724	2.486901506	0.33522282	7.41865219	1.18E-13	3.81E-12	CLEC2D
ENSG00000187116	44.06703045	1.67395217	0.226214575	7.399842237	1.36E-13	4.37E-12	LILRA5
ENSG00000196329	22.15330113	1.381910642	0.187316276	7.377418953	1.61E-13	5.14E-12	GIMAP5
ENSG00000038945	20.92341523	2.195217578	0.299740749	7.32372086	2.41E-13	7.65E-12	MSR1
ENSG00000135655	30.40114583	1.307215281	0.178593295	7.319509267	2.49E-13	7.86E-12	USP15
ENSG00000101347	29.46535315	1.202065318	0.164319074	7.315433852	2.57E-13	8.08E-12	SAMHD1
ENSG00000136816	11.44469267	1.991533723	0.273827409	7.272952441	3.52E-13	1.10E-11	TOR1B
ENSG00000179044	7.674083438	3.000796851	0.413734302	7.252956396	4.08E-13	1.27E-11	EXOC3L1
ENSG00000100225	31.47472876	1.594436661	0.221674746	7.19268517	6.35E-13	1.96E-11	FBXO7
ENSG00000106785	11.13759615	2.116064125	0.296214454	7.14368964	9.09E-13	2.79E-11	TRIM14
ENSG00000093072	12.41292761	2.195184343	0.308800774	7.108739767	1.17E-12	3.58E-11	CECR1
ENSG00000079263	18.13455674	2.421742165	0.342282882	7.075265201	1.49E-12	4.55E-11	SP140
ENSG00000162747	12.13067518	2.857522015	0.404567723	7.063148761	1.63E-12	4.95E-11	FCGR3B
ENSG00000136810	364.7752926	2.097886303	0.298825829	7.020431644	2.21E-12	6.70E-11	TXN
ENSG00000116863	19.77439017	1.504939996	0.215579171	6.980915578	2.93E-12	8.82E-11	ADPRHL2
ENSG00000145703	11.91213858	2.132533807	0.306805035	6.950778384	3.63E-12	1.09E-10	IQGAP2
