	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	featureData.symbol
ENSG00000169429	6.219417301	-3.549534254	0.714075064	-4.970813901	6.67E-07	6.13E-05	IL8
ENSG00000188404	10.26950942	1.725786952	0.348989611	4.945095493	7.61E-07	6.84E-05	SELL
ENSG00000002549	3.866956855	2.719983981	0.556058749	4.891540664	1.00E-06	8.79E-05	LAP3
ENSG00000132274	2.193367506	3.544494809	0.730049577	4.855142608	1.20E-06	0.000103354	TRIM22
ENSG00000068079	4.107445383	2.872945737	0.594009257	4.836533609	1.32E-06	0.000111096	IFI35
ENSG00000185338	5.834513859	1.967416342	0.40789967	4.823284951	1.41E-06	0.000116265	SOCS1
ENSG00000013374	3.441384666	2.686558431	0.557959482	4.814970473	1.47E-06	0.000118739	NUB1
ENSG00000111331	1.822637755	4.205477831	0.87608595	4.80030279	1.58E-06	0.00012522	OAS3
ENSG00000135535	6.798313544	1.595455131	0.345208911	4.621709006	3.81E-06	0.000294921	CD164
ENSG00000169248	3.342401742	4.230823359	0.92007922	4.598325087	4.26E-06	0.000323685	CXCL11
ENSG00000086065	5.013119215	1.990929994	0.441060296	4.513963311	6.36E-06	0.000474443	CHMP5
ENSG00000179144	14.3719283	1.657648763	0.372139864	4.454370313	8.41E-06	0.000615778	GIMAP7
ENSG00000132530	2.959685847	2.49713802	0.565806914	4.413410225	1.02E-05	0.000731155	XAF1
ENSG00000115267	2.284687174	3.060183133	0.714952393	4.280261403	1.87E-05	0.001317385	IFIH1
ENSG00000139278	2.897761782	-2.204863702	0.523308857	-4.213312414	2.52E-05	0.001744791	GLIPR1
ENSG00000162654	3.198380711	2.838593233	0.680239707	4.172930811	3.01E-05	0.002030665	GBP4
ENSG00000204264	7.691877156	1.546689863	0.370812915	4.171078733	3.03E-05	0.002030665	PSMB8
ENSG00000196141	1.188607163	3.738800257	0.904007382	4.135807219	3.54E-05	0.002329764	SPATS2L
ENSG00000136514	1.863306282	2.889238657	0.706976405	4.086754011	4.37E-05	0.002834106	RTP4
ENSG00000128383	8.420836588	3.086623664	0.757916509	4.072511455	4.65E-05	0.002964568	APOBEC3A
ENSG00000138035	1.484215153	3.02499475	0.756764004	3.997276208	6.41E-05	0.004019468	PNPT1
ENSG00000143106	5.767253199	1.490137902	0.3744416	3.979627	6.90E-05	0.0042622	PSMA5
ENSG00000092010	10.26079587	1.005743678	0.253090774	3.973845673	7.07E-05	0.004299861	PSME1
ENSG00000122643	8.321556853	1.322735774	0.333617999	3.964821382	7.35E-05	0.004398152	NT5C3A
ENSG00000102524	3.524721508	2.803084672	0.707693785	3.960872248	7.47E-05	0.004404798	TNFSF13B
ENSG00000136689	1.853094671	3.692069861	0.940589217	3.925273428	8.66E-05	0.005034806	IL1RN
ENSG00000197536	2.370267583	2.445052812	0.626397951	3.903353786	9.49E-05	0.005433649	C5orf56
ENSG00000059588	1.088203453	3.53356594	0.91520194	3.860968586	0.000112938	0.006224951	TARBP1
ENSG00000119922	14.8369318	2.955764786	0.765264544	3.862409163	0.000112274	0.006224951	IFIT2
ENSG00000130813	1.978268712	2.570299193	0.665889175	3.859950406	0.00011341	0.006224951	C19orf66
ENSG00000117091	5.970060497	1.440755445	0.376441327	3.827304131	0.000129554	0.007013685	CD48
ENSG00000034510	43.84150724	1.156682477	0.30262497	3.822164703	0.000132285	0.007064749	TMSB10
ENSG00000135899	2.67797177	1.979446683	0.523978856	3.777722444	0.000158269	0.008339728	SP110
ENSG00000152558	7.701416431	1.207587938	0.320057835	3.773030387	0.000161277	0.008372113	TMEM123
ENSG00000140511	1.095714482	3.471082413	0.92066411	3.770194119	0.000163121	0.008372113	HAPLN3
ENSG00000125826	3.123542671	1.758960871	0.481605461	3.652285972	0.000259916	0.01300239	RBCK1
ENSG00000185885	1.475047169	2.79428762	0.769689469	3.630409058	0.000282972	0.013752646	IFITM1
ENSG00000173821	2.615849181	2.021308438	0.557103495	3.628245838	0.000285353	0.013752646	RNF213
ENSG00000069493	4.703248933	1.58588872	0.439101395	3.611668598	0.000304233	0.014485899	CLEC2D
ENSG00000177721	2.616236055	2.191133326	0.609017048	3.597819359	0.000320896	0.01509741	ANXA2R
ENSG00000160710	2.000459945	2.24033653	0.63343536	3.536803705	0.000405001	0.018689008	ADAR
ENSG00000130589	1.492260108	2.980991591	0.843111789	3.535701471	0.000406694	0.018689008	HELZ2
ENSG00000145287	3.666647003	1.937157064	0.55148223	3.512637325	0.000443683	0.01989713	PLAC8
ENSG00000136147	2.129921595	2.187861635	0.623320453	3.510010979	0.000448088	0.01989713	PHF11
ENSG00000152778	1.592899836	2.373365941	0.679099658	3.494871356	0.00047429	0.020826614	IFIT5
ENSG00000181381	2.293197952	2.137336747	0.617046067	3.463820391	0.000532562	0.023128406	DDX60L
ENSG00000138642	1.084338138	2.920444677	0.847144946	3.447396684	0.000566017	0.024314115	HERC6
ENSG00000175550	9.042783905	1.104327863	0.322376705	3.425582082	0.000613484	0.026069752	DRAP1
ENSG00000133574	4.27764425	1.745306992	0.510300882	3.420152805	0.00062586	0.02631274	GIMAP4
ENSG00000143546	5.332494965	-2.635022141	0.786709042	-3.349423994	0.000809798	0.033336672	S100A8
ENSG00000108771	1.140618522	2.820655148	0.847752909	3.327213766	0.000877191	0.035016738	DHX58
ENSG00000134198	1.338582172	-2.94279778	0.891744647	-3.300045353	0.000966692	0.03820367	TSPAN2
ENSG00000154451	1.638483755	2.329239385	0.708420191	3.287934783	0.001009252	0.039490738	GBP5
ENSG00000138496	1.94652127	2.139330732	0.654485197	3.268722868	0.001080341	0.041505163	PARP9
ENSG00000136213	2.316186108	1.796736613	0.549736976	3.268356852	0.001081739	0.041505163	CHST12
ENSG00000167996	871.619035	-1.089440854	0.336476563	-3.237791198	0.001204589	0.044910728	FTH1
ENSG00000054654	2.376147694	1.912580847	0.593841105	3.22069461	0.001278803	0.04679473	SYNE2
ENSG00000116663	1.062998503	2.547604007	0.795270126	3.203444873	0.00135794	0.048787093	FBXO6
ENSG00000162645	6.51283022	1.287783169	0.4040219	3.187409317	0.001435535	0.050205601	GBP2
ENSG00000168899	2.869226813	2.356081019	0.738967134	3.188343448	0.001430905	0.050205601	VAMP5
ENSG00000126353	19.43673347	1.040584759	0.326202671	3.189994604	0.001422755	0.050205601	CCR7
ENSG00000123609	4.064529312	1.457454853	0.468189103	3.112961927	0.001852199	0.063651225	NMI
ENSG00000168961	1.718205523	2.008921358	0.648001008	3.100182458	0.001934015	0.065889878	LGALS9
ENSG00000111335	1.19488037	2.515129231	0.820462907	3.065500231	0.002173062	0.073401209	OAS2
ENSG00000102871	2.613625381	1.857916602	0.614807687	3.021947579	0.00251154	0.083408467	TRADD
