	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	featureData.symbol
ENSG00000115267	218.9214646	4.36406825	0.195402497	22.33373834	1.74E-110	8.33E-108	IFIH1
ENSG00000164825	214.7671631	6.481339629	0.291090632	22.26571011	7.95E-110	3.66E-107	DEFB1
ENSG00000138646	246.5902607	5.880239297	0.264136228	22.26214612	8.60E-110	3.82E-107	HERC5
ENSG00000197272	149.9246488	6.89237914	0.309637913	22.25948065	9.13E-110	3.91E-107	IL27
ENSG00000008130	81.92146478	3.61885955	0.162717155	22.24018457	1.40E-109	5.80E-107	NADK
ENSG00000086300	206.7259352	2.702288898	0.12151742	22.23787253	1.48E-109	5.91E-107	SNX10
ENSG00000125148	547.0677809	5.355935849	0.241401349	22.18685137	4.60E-109	1.78E-106	MT2A
ENSG00000149131	105.5205576	5.41621106	0.244766188	22.12810157	1.70E-108	6.35E-106	SERPING1
ENSG00000144848	293.3845721	1.684457607	0.076187035	22.10950456	2.56E-108	9.30E-106	ATG3
ENSG00000106605	130.2268932	2.677044039	0.121241921	22.080185	4.90E-108	1.73E-105	BLVRA
ENSG00000163565	219.2555265	3.215177765	0.146642164	21.92532946	1.49E-106	5.10E-104	IFI16
ENSG00000185338	117.7489018	3.759399151	0.172587003	21.78263183	3.39E-105	1.13E-102	SOCS1
ENSG00000196141	151.5714641	3.554236243	0.165119741	21.52520486	9.04E-103	2.93E-100	SPATS2L
ENSG00000152558	297.0265626	2.34774025	0.109211123	21.49726319	1.65E-102	5.21E-100	TMEM123
ENSG00000136514	96.703256	4.458754086	0.207686837	21.46864073	3.06E-102	9.40E-100	RTP4
ENSG00000138496	104.6071711	3.303456966	0.154473145	21.38531566	1.83E-101	5.48E-99	PARP9
ENSG00000004468	146.038595	7.038327688	0.333140642	21.12719617	4.47E-99	1.31E-96	CD38
ENSG00000108700	8478.333239	8.912743811	0.42450279	20.99572493	7.18E-98	2.05E-95	CCL8
ENSG00000106588	429.6780535	2.020484386	0.096396006	20.96024994	1.51E-97	4.22E-95	PSMA2
ENSG00000148175	81.64432988	3.947179832	0.18836138	20.95535626	1.68E-97	4.57E-95	STOM
ENSG00000038427	155.5249543	-4.300516855	0.205363758	-20.94097269	2.27E-97	6.04E-95	VCAN
ENSG00000130813	98.19499882	2.74494136	0.131472209	20.87849127	8.40E-97	2.19E-94	C19orf66
ENSG00000112335	493.9423126	1.224688365	0.058955362	20.77314632	7.57E-96	1.93E-93	SNX3
ENSG00000163644	85.51050546	4.128738978	0.199691183	20.67561979	5.74E-95	1.43E-92	PPM1K
ENSG00000068079	452.5038346	3.75433119	0.182603978	20.55996387	6.27E-94	1.53E-91	IFI35
ENSG00000106211	805.4941549	3.108870709	0.151865503	20.47121076	3.89E-93	9.32E-91	HSPB1
ENSG00000167461	169.204183	2.062079547	0.100945716	20.42760823	9.50E-93	2.23E-90	RAB8A
ENSG00000111331	126.1405814	4.846763636	0.237536239	20.40431247	1.53E-92	3.53E-90	OAS3
ENSG00000108771	66.08220542	5.155206986	0.253223478	20.35832946	3.92E-92	8.86E-90	DHX58
ENSG00000164430	102.8094525	2.271707174	0.111617809	20.35255117	4.41E-92	9.78E-90	MB21D1
ENSG00000204389	1006.004381	3.459563439	0.170412956	20.30105882	1.26E-91	2.74E-89	HSPA1A
ENSG00000185745	1864.608269	7.646737901	0.376699394	20.29931036	1.30E-91	2.79E-89	IFIT1
ENSG00000119917	2122.565265	7.156034258	0.352554384	20.29767489	1.35E-91	2.83E-89	IFIT3
ENSG00000101608	1517.830975	1.92927208	0.095158012	20.27440501	2.16E-91	4.47E-89	MYL12A
ENSG00000059378	84.99805423	3.609053236	0.178337019	20.2372635	4.60E-91	9.35E-89	PARP12
ENSG00000102871	121.9891923	2.078559754	0.104320833	19.92468514	2.49E-88	4.97E-86	TRADD
ENSG00000185885	68.49082084	5.600042597	0.284088184	19.71233904	1.69E-86	3.32E-84	IFITM1
ENSG00000117228	762.84128	3.356608773	0.170755067	19.65744754	4.99E-86	9.65E-84	GBP1
ENSG00000131979	123.4970686	3.896147452	0.198222748	19.65540024	5.20E-86	9.89E-84	GCH1
ENSG00000107262	117.4813123	2.231158782	0.113796347	19.60659411	1.36E-85	2.54E-83	BAG1
ENSG00000168899	346.3149794	4.046073358	0.207457881	19.50310753	1.03E-84	1.91E-82	VAMP5
ENSG00000213689	99.6896595	2.975934366	0.153535379	19.38272717	1.08E-83	1.96E-81	TREX1
ENSG00000188290	213.3345282	6.473634988	0.335114436	19.31768463	3.81E-83	6.82E-81	HES4
ENSG00000130303	921.3827835	2.762299062	0.143376768	19.26601569	1.04E-82	1.83E-80	BST2
ENSG00000135535	232.5315043	1.6596132	0.087856738	18.88999342	1.38E-79	2.39E-77	CD164
ENSG00000132274	113.8508622	4.105879197	0.217642667	18.86523101	2.20E-79	3.77E-77	TRIM22
ENSG00000123240	121.8681068	3.599580972	0.191396796	18.80690297	6.63E-79	1.12E-76	OPTN
ENSG00000204592	1365.807331	1.447111425	0.077090627	18.77156121	1.29E-78	2.15E-76	HLA-E
ENSG00000111335	139.2091835	4.800506666	0.257940495	18.61090737	2.62E-77	4.30E-75	OAS2
ENSG00000136147	93.9458704	2.510437349	0.135084878	18.58414789	4.32E-77	6.99E-75	PHF11
ENSG00000129515	146.9893117	1.575673053	0.084855308	18.56893919	5.73E-77	9.16E-75	SNX6
ENSG00000157601	977.87161	5.586223551	0.303791006	18.38837702	1.63E-75	2.57E-73	MX1
ENSG00000133106	451.984503	3.5456256	0.193291805	18.34338292	3.73E-75	5.80E-73	EPSTI1
ENSG00000196776	379.3257679	2.136051111	0.117195641	18.22637001	3.19E-74	4.90E-72	CD47
ENSG00000116663	90.15932316	2.825540624	0.155136647	18.21323762	4.05E-74	6.15E-72	FBXO6
ENSG00000169248	1689.518584	8.698893068	0.478577223	18.17657139	7.91E-74	1.19E-71	CXCL11
ENSG00000184602	69.6520696	2.626534816	0.144931367	18.12261127	2.11E-73	3.13E-71	SNN
ENSG00000119922	1644.558465	7.608306772	0.422444205	18.01020508	1.62E-72	2.37E-70	IFIT2
ENSG00000136867	213.2907038	2.339037867	0.130265016	17.95599411	4.31E-72	6.22E-70	SLC31A2
ENSG00000174021	514.6860561	1.153263717	0.064365852	17.91732242	8.64E-72	1.23E-69	GNG5
ENSG00000102524	758.918331	5.253485793	0.293253513	17.91448544	9.09E-72	1.28E-69	TNFSF13B
ENSG00000117475	65.68492921	3.221403731	0.180769445	17.82051019	4.90E-71	6.83E-69	BLZF1
ENSG00000138642	49.42096964	4.872319453	0.274126102	17.77400771	1.12E-70	1.55E-68	HERC6
ENSG00000067082	353.7350877	2.062350495	0.116696408	17.67278468	6.80E-70	9.26E-68	KLF6
ENSG00000152766	123.9588291	4.144900885	0.235539151	17.59750289	2.57E-69	3.47E-67	ANKRD22
ENSG00000110848	82.75519254	3.131663905	0.178488217	17.54549381	6.44E-69	8.58E-67	CD69
ENSG00000105967	99.19165257	2.006263493	0.114425851	17.53330623	7.98E-69	1.05E-66	TFEC
ENSG00000170581	67.56674936	2.956698765	0.169220324	17.47248017	2.32E-68	3.02E-66	STAT2
ENSG00000141504	216.9120183	1.445527292	0.083207096	17.37264449	1.33E-67	1.71E-65	SAT2
ENSG00000156587	676.0878966	2.978432052	0.171801565	17.33646632	2.50E-67	3.18E-65	UBE2L6
ENSG00000205302	199.6981182	1.632377036	0.094375375	17.29664152	4.99E-67	6.29E-65	SNX2
ENSG00000168310	138.6230552	2.866608987	0.166364487	17.23089493	1.56E-66	1.94E-64	IRF2
ENSG00000079263	42.22054911	3.899016384	0.226768848	17.19379192	2.96E-66	3.65E-64	SP140
ENSG00000160710	109.649662	2.07583609	0.120772821	17.18794069	3.27E-66	4.00E-64	ADAR
ENSG00000198604	281.2307083	1.368124561	0.079711955	17.16335469	4.99E-66	6.05E-64	BAZ1A
ENSG00000124357	280.206748	2.43690185	0.142643644	17.0838446	1.96E-65	2.35E-63	NAGK
ENSG00000125826	187.5934707	2.436650389	0.143074222	17.03067369	4.86E-65	5.77E-63	RBCK1
ENSG00000183486	284.5152802	4.631804538	0.272045018	17.02587526	5.28E-65	6.20E-63	MX2
ENSG00000130066	4811.909416	2.034863272	0.119762008	16.99089135	9.59E-65	1.12E-62	SAT1
ENSG00000138035	49.75505106	4.483012902	0.264382847	16.95651951	1.72E-64	1.99E-62	PNPT1
ENSG00000163568	67.5499687	3.693249453	0.21838434	16.91169549	3.69E-64	4.21E-62	AIM2
ENSG00000010030	51.60842276	4.776719131	0.282529138	16.90699646	4.00E-64	4.52E-62	ETV7
ENSG00000169245	12738.85116	8.372375636	0.495508719	16.89652534	4.77E-64	5.35E-62	CXCL10
ENSG00000145703	71.06368381	2.447866187	0.145066876	16.87405327	6.98E-64	7.69E-62	IQGAP2
ENSG00000123130	181.4654448	2.341354496	0.13875552	16.87395574	7.00E-64	7.69E-62	ACOT9
ENSG00000114127	108.6387668	2.611922756	0.155103963	16.83981958	1.25E-63	1.36E-61	XRN1
ENSG00000121797	171.8712521	1.950047249	0.115857277	16.83146104	1.44E-63	1.55E-61	CCRL2
ENSG00000140464	54.85618293	3.732188374	0.222222143	16.79485368	2.66E-63	2.85E-61	PML
ENSG00000115956	482.4295389	2.124069742	0.127050598	16.71829786	9.64E-63	1.02E-60	PLEK
ENSG00000003402	301.593322	2.577006906	0.154242716	16.70747874	1.16E-62	1.22E-60	CFLAR
ENSG00000187608	22964.66478	6.908133465	0.415230718	16.63685554	3.77E-62	3.93E-60	ISG15
ENSG00000112773	67.43108822	3.740760008	0.225544642	16.58545278	8.88E-62	9.17E-60	FAM46A
ENSG00000140105	334.3635931	3.568901961	0.215196419	16.58439293	9.04E-62	9.26E-60	WARS
ENSG00000168394	357.6166777	2.150908472	0.130533499	16.4778274	5.30E-61	5.38E-59	TAP1
ENSG00000089127	804.5067899	4.759465694	0.289036341	16.46666878	6.37E-61	6.41E-59	OAS1
ENSG00000197536	58.1669388	2.880854406	0.175041618	16.45811117	7.34E-61	7.33E-59	C5orf56
ENSG00000235750	49.07036077	4.569689138	0.278540989	16.40580494	1.74E-60	1.72E-58	KIAA0040
ENSG00000124226	172.3647964	2.338641003	0.142848632	16.37146237	3.06E-60	3.00E-58	RNF114
ENSG00000162614	63.60138462	6.585049135	0.402591987	16.35663237	3.90E-60	3.80E-58	NEXN
ENSG00000096384	521.7447525	1.436332066	0.087998164	16.3222958	6.85E-60	6.57E-58	HSP90AB1
ENSG00000169136	275.1820119	2.127038255	0.130313025	16.32252996	6.82E-60	6.57E-58	ATF5
ENSG00000258227	179.4431102	-4.549144487	0.279227936	-16.29186732	1.13E-59	1.07E-57	CLEC5A
ENSG00000146859	44.79155805	3.403249693	0.209341425	16.25693379	1.99E-59	1.88E-57	TMEM140
ENSG00000239713	137.4972451	2.563721745	0.15808401	16.21746398	3.80E-59	3.55E-57	APOBEC3G
ENSG00000137947	116.0413793	1.741168736	0.107416371	16.20952862	4.32E-59	4.01E-57	GTF2B
ENSG00000104951	493.829208	3.060403179	0.19011659	16.09750726	2.66E-58	2.45E-56	IL4I1
ENSG00000188404	84.02638206	2.084535968	0.129715502	16.07006053	4.14E-58	3.79E-56	SELL
ENSG00000163563	288.2442362	3.992187872	0.248808257	16.04523867	6.17E-58	5.60E-56	MNDA
ENSG00000136682	63.60113825	3.377021285	0.210986117	16.00589333	1.16E-57	1.05E-55	CBWD2
ENSG00000116863	58.06699192	2.512844671	0.157346499	15.97013397	2.06E-57	1.85E-55	ADPRHL2
ENSG00000135148	39.93841777	3.28124976	0.205797019	15.94410733	3.13E-57	2.78E-55	TRAFD1
ENSG00000173193	177.3651658	2.85356351	0.179249191	15.91953358	4.64E-57	4.09E-55	PARP14
ENSG00000120690	114.6715746	1.640943382	0.103117684	15.91330723	5.12E-57	4.48E-55	ELF1
ENSG00000020577	42.2887892	5.486918488	0.345105976	15.89922766	6.42E-57	5.57E-55	SAMD4A
ENSG00000152778	51.70849355	3.890257419	0.245036405	15.8762426	9.26E-57	7.98E-55	IFIT5
ENSG00000256262	46.99114738	3.500424986	0.221444324	15.80724638	2.77E-56	2.37E-54	USP30-AS1
ENSG00000221963	73.50360629	2.497454967	0.158017069	15.8049696	2.88E-56	2.44E-54	APOL6
ENSG00000080824	1160.470801	1.63900324	0.103767128	15.79501399	3.37E-56	2.84E-54	HSP90AA1
ENSG00000067066	204.5634756	1.641617947	0.103978096	15.78811323	3.76E-56	3.15E-54	SP100
ENSG00000125952	91.5322072	1.665328291	0.106072752	15.69986879	1.52E-55	1.26E-53	MAX
ENSG00000114978	367.2285878	1.261038968	0.080361827	15.69201467	1.72E-55	1.42E-53	MOB1A
ENSG00000173786	41.52695412	3.24671788	0.20720049	15.66945079	2.45E-55	2.01E-53	CNP
ENSG00000155130	107.5222552	2.820011808	0.180504308	15.6229612	5.08E-55	4.14E-53	MARCKS
ENSG00000104325	110.6032548	1.940575769	0.124241291	15.61941087	5.37E-55	4.35E-53	DECR1
ENSG00000160791	126.4302758	2.210005457	0.141721998	15.59394797	8.00E-55	6.44E-53	CCR5
ENSG00000116954	142.5845198	1.476870401	0.094840871	15.5720882	1.13E-54	9.00E-53	RRAGC
ENSG00000135604	249.4518845	1.930906981	0.124052427	15.56524947	1.25E-54	9.95E-53	STX11
ENSG00000130589	48.72563052	3.941456589	0.253459211	15.5506544	1.57E-54	1.24E-52	HELZ2
ENSG00000159228	58.6022809	3.283069255	0.211388317	15.53098725	2.14E-54	1.68E-52	CBR1
ENSG00000163840	58.39965189	3.215240991	0.207164267	15.52024889	2.53E-54	1.97E-52	DTX3L
ENSG00000254087	190.7199212	2.096145609	0.135256145	15.49759982	3.60E-54	2.78E-52	LYN
ENSG00000115271	101.8476542	1.902157166	0.123048737	15.45856711	6.61E-54	5.07E-52	GCA
ENSG00000101017	111.4072891	2.640264458	0.17086048	15.45275104	7.23E-54	5.51E-52	CD40
ENSG00000124201	62.77573766	2.362873897	0.152912596	15.45244775	7.26E-54	5.51E-52	ZNFX1
ENSG00000168961	177.6649386	3.364283354	0.217931587	15.43733702	9.18E-54	6.92E-52	LGALS9
ENSG00000086065	239.6038106	1.505483512	0.097565675	15.43046276	1.02E-53	7.65E-52	CHMP5
ENSG00000132530	223.381194	3.722284384	0.241284237	15.42696873	1.08E-53	8.03E-52	XAF1
ENSG00000135211	100.5766339	1.962052394	0.127200977	15.42482173	1.11E-53	8.25E-52	TMEM60
ENSG00000138760	162.2941118	2.633403028	0.17227507	15.28603661	9.47E-53	6.97E-51	SCARB2
ENSG00000173821	224.0062071	2.338200913	0.153705422	15.21222146	2.93E-52	2.14E-50	RNF213
ENSG00000137965	184.76804	4.298506558	0.284324402	15.11831739	1.23E-51	8.91E-50	IFI44
ENSG00000196684	39.21578258	5.432469229	0.360815639	15.05608028	3.15E-51	2.27E-49	HSH2D
ENSG00000136213	42.78119101	2.778007834	0.18464834	15.04485681	3.73E-51	2.68E-49	CHST12
ENSG00000131203	1866.974064	5.853825139	0.389685398	15.02192583	5.28E-51	3.76E-49	IDO1
ENSG00000111912	41.52918101	5.884711992	0.391974194	15.01300873	6.03E-51	4.28E-49	NCOA7
ENSG00000134321	2132.134321	7.154632117	0.478315669	14.95797145	1.38E-50	9.74E-49	RSAD2
ENSG00000128383	4503.108055	5.672847299	0.382645507	14.8253336	1.00E-49	7.00E-48	APOBEC3A
ENSG00000124795	180.460626	1.81061044	0.122741093	14.75146097	3.01E-49	2.09E-47	DEK
ENSG00000240065	907.4891134	2.298041879	0.155822239	14.74784277	3.18E-49	2.19E-47	PSMB9
ENSG00000026751	268.4647365	3.651320034	0.247776336	14.73635492	3.77E-49	2.58E-47	SLAMF7
ENSG00000135655	76.72582871	1.631961408	0.110968517	14.70652625	5.85E-49	3.99E-47	USP15
ENSG00000150459	501.6386674	1.263225004	0.08598685	14.69090915	7.37E-49	4.99E-47	SAP18
ENSG00000140749	728.0309414	1.601088698	0.10900335	14.68843573	7.65E-49	5.15E-47	IGSF6
ENSG00000013374	114.0318886	2.518905425	0.171679266	14.67215861	9.72E-49	6.51E-47	NUB1
ENSG00000213047	62.84642655	2.364051727	0.161531524	14.63523443	1.67E-48	1.11E-46	DENND1B
ENSG00000101596	142.6612204	2.530649235	0.173094518	14.62004261	2.09E-48	1.39E-46	SMCHD1
ENSG00000134470	29.13205845	4.25897525	0.29279349	14.54600389	6.19E-48	4.08E-46	IL15RA
ENSG00000115525	31.78695027	3.101623512	0.214585388	14.4540294	2.36E-47	1.55E-45	ST3GAL5
ENSG00000170458	634.0952411	-2.351083482	0.163270892	-14.39989368	5.18E-47	3.38E-45	CD14
ENSG00000162772	81.20783259	2.633992432	0.183817582	14.32938248	1.43E-46	9.29E-45	ATF3
ENSG00000097033	190.4299196	1.355096876	0.094653418	14.31640724	1.73E-46	1.11E-44	SH3GLB1
ENSG00000111348	305.7800789	-1.151801159	0.080674614	-14.27712011	3.04E-46	1.94E-44	ARHGDIB
ENSG00000102760	171.2217769	-2.32049005	0.162788187	-14.25465876	4.19E-46	2.66E-44	RGCC
ENSG00000002549	563.0319183	2.845568244	0.200466076	14.19476204	9.87E-46	6.23E-44	LAP3
ENSG00000163666	89.48145674	8.464675002	0.597711899	14.1617977	1.58E-45	9.91E-44	HESX1
ENSG00000120280	46.30297362	2.388678107	0.168846207	14.14706404	1.95E-45	1.22E-43	CXorf21
ENSG00000115415	186.4499985	2.285377821	0.16172704	14.13108052	2.44E-45	1.52E-43	STAT1
ENSG00000153113	161.687022	1.570235697	0.11125387	14.11398717	3.11E-45	1.92E-43	CAST
ENSG00000110057	52.6561296	2.705331567	0.191773935	14.10687835	3.44E-45	2.12E-43	UNC93B1
ENSG00000164096	345.6899127	1.24026898	0.088393575	14.0312119	1.00E-44	6.14E-43	C4orf3
ENSG00000113368	38.16371738	2.847815411	0.203795784	13.97386812	2.25E-44	1.37E-42	LMNB1
ENSG00000156136	66.52353088	1.8651513	0.133511355	13.9699826	2.38E-44	1.44E-42	DCK
ENSG00000136810	1510.12058	2.111507255	0.15132717	13.9532594	3.01E-44	1.81E-42	TXN
ENSG00000096968	26.83672982	3.258684115	0.233686323	13.94469338	3.39E-44	2.03E-42	JAK2
ENSG00000132475	5757.008156	1.116611129	0.080306601	13.90435059	5.96E-44	3.55E-42	H3F3B
ENSG00000163823	242.3482225	2.014732199	0.146696318	13.73403387	6.35E-43	3.75E-41	CCR1
ENSG00000117091	689.3250644	1.594557763	0.116185665	13.72422115	7.27E-43	4.27E-41	CD48
ENSG00000196954	468.9307862	1.526604356	0.111649253	13.67321599	1.47E-42	8.58E-41	CASP4
ENSG00000133574	86.84671496	2.140935894	0.156630988	13.66866108	1.56E-42	9.09E-41	GIMAP4
ENSG00000070190	51.2027922	2.079170909	0.152728113	13.61354414	3.33E-42	1.93E-40	DAPP1
ENSG00000116288	144.1618475	-1.419477431	0.104470173	-13.5873943	4.76E-42	2.74E-40	PARK7
ENSG00000154451	126.7148548	3.403195918	0.251400332	13.53695871	9.46E-42	5.43E-40	GBP5
ENSG00000178685	31.59425507	2.959828548	0.218768387	13.52950754	1.05E-41	5.98E-40	PARP10
ENSG00000181381	106.0989098	1.98249235	0.146603905	13.52278	1.15E-41	6.52E-40	DDX60L
ENSG00000125844	39.66608471	2.18835311	0.162665935	13.45305098	2.95E-41	1.67E-39	RRBP1
ENSG00000120217	31.1108414	4.08864354	0.303949963	13.45169944	3.01E-41	1.69E-39	CD274
ENSG00000139278	132.4107353	-1.976670111	0.147406634	-13.40964144	5.31E-41	2.97E-39	GLIPR1
ENSG00000132669	28.60660009	3.500699317	0.261590641	13.38235691	7.67E-41	4.27E-39	RIN2
ENSG00000114450	44.40808056	2.500402802	0.187133162	13.36162318	1.01E-40	5.60E-39	GNB4
ENSG00000104312	81.62500055	2.170031646	0.163046502	13.30928062	2.04E-40	1.12E-38	RIPK2
ENSG00000100596	80.76082766	3.676157705	0.276916247	13.27534135	3.22E-40	1.76E-38	SPTLC2
ENSG00000132256	34.03304791	3.385436571	0.255202775	13.26567305	3.66E-40	1.99E-38	TRIM5
ENSG00000124256	28.67036848	5.577157934	0.421911753	13.21877833	6.84E-40	3.71E-38	ZBP1
ENSG00000137364	88.62192887	1.553287211	0.117711477	13.19571591	9.29E-40	5.01E-38	TPMT
ENSG00000067167	145.2588788	1.307907644	0.099341455	13.16577896	1.38E-39	7.39E-38	TRAM1
ENSG00000086061	680.8842522	1.64107203	0.125092802	13.11883664	2.57E-39	1.36E-37	DNAJA1
ENSG00000165997	39.14634362	4.367482201	0.334465636	13.05808948	5.71E-39	3.02E-37	ARL5B
ENSG00000017483	22.31426254	4.725774168	0.362696937	13.02953979	8.31E-39	4.37E-37	SLC38A5
ENSG00000074800	368.6454015	-1.112375778	0.085414137	-13.02332156	9.02E-39	4.72E-37	ENO1
ENSG00000111144	55.93473084	-3.834533088	0.294444005	-13.02296201	9.06E-39	4.72E-37	LTA4H
ENSG00000021355	284.2082636	2.001666468	0.153723513	13.02121207	9.27E-39	4.81E-37	SERPINB1
ENSG00000176046	64.8088161	7.995674454	0.614682245	13.00781748	1.10E-38	5.71E-37	NUPR1
ENSG00000213064	42.53354507	2.070539414	0.159347974	12.9938233	1.33E-38	6.82E-37	SFT2D2
ENSG00000131042	155.9652032	1.192508473	0.091861353	12.98161235	1.56E-38	7.97E-37	LILRB2
ENSG00000149932	142.8373943	1.251656087	0.096797376	12.93068199	3.02E-38	1.54E-36	TMEM219
ENSG00000187116	53.19126746	2.911481545	0.226207974	12.8708175	6.57E-38	3.34E-36	LILRA5
ENSG00000168461	140.1810145	1.446946976	0.113635942	12.73318068	3.87E-37	1.96E-35	RAB31
ENSG00000128284	137.3541339	3.059823113	0.240461379	12.72480063	4.31E-37	2.17E-35	APOL3
ENSG00000088827	29.16468009	4.631989602	0.365330609	12.67889821	7.74E-37	3.88E-35	SIGLEC1
ENSG00000158517	156.7138685	2.365246843	0.187394444	12.62175547	1.60E-36	7.97E-35	NCF1
ENSG00000110324	92.26797434	1.56451384	0.12421587	12.59512045	2.25E-36	1.11E-34	IL10RA
ENSG00000102794	86.27618311	6.037148448	0.481736816	12.53204705	4.99E-36	2.45E-34	IRG1
ENSG00000085514	304.4292292	1.331541984	0.106296349	12.52669538	5.33E-36	2.61E-34	PILRA
ENSG00000137628	20.89665551	3.583477911	0.286099206	12.52529833	5.43E-36	2.65E-34	DDX60
ENSG00000155363	22.63558544	3.396100651	0.271191824	12.52287256	5.60E-36	2.72E-34	MOV10
ENSG00000105939	43.24005624	2.137719091	0.171165501	12.48919364	8.55E-36	4.13E-34	ZC3HAV1
ENSG00000135077	136.5875937	1.900087748	0.152181722	12.48565024	8.94E-36	4.30E-34	HAVCR2
ENSG00000111224	22.44331966	3.072355368	0.24638848	12.46955769	1.09E-35	5.25E-34	PARP11
ENSG00000136816	30.7658045	3.014479984	0.242228717	12.44476717	1.49E-35	7.13E-34	TOR1B
ENSG00000003400	26.33910807	2.817028652	0.2264606	12.43937644	1.60E-35	7.60E-34	CASP10
ENSG00000180628	85.46375337	2.058304808	0.165746224	12.41841148	2.08E-35	9.84E-34	PCGF5
ENSG00000188820	827.6273153	4.991252076	0.402552454	12.39901044	2.65E-35	1.25E-33	FAM26F
ENSG00000135046	2428.380492	1.010781008	0.081574072	12.39095935	2.93E-35	1.37E-33	ANXA1
ENSG00000196975	84.31964211	1.898105612	0.153508731	12.36480559	4.05E-35	1.90E-33	ANXA4
ENSG00000187037	26.04961713	3.515918101	0.286103534	12.28897122	1.04E-34	4.84E-33	GPR141
ENSG00000136560	114.3925559	1.441759434	0.117493017	12.27102229	1.30E-34	6.02E-33	TANK
ENSG00000160932	1726.168997	5.087259667	0.414763219	12.26545517	1.39E-34	6.42E-33	LY6E
ENSG00000143384	193.6362749	1.312546121	0.107082234	12.25736589	1.53E-34	7.07E-33	MCL1
ENSG00000164032	214.0597495	-1.037262089	0.084988652	-12.20471273	2.93E-34	1.35E-32	H2AFZ
ENSG00000133321	92.84538203	1.885202429	0.15455183	12.19786545	3.19E-34	1.46E-32	RARRES3
ENSG00000139921	65.05556977	1.566066179	0.128449163	12.19210888	3.42E-34	1.56E-32	TMX1
ENSG00000133313	89.92532129	2.123273124	0.174692152	12.15437041	5.44E-34	2.47E-32	CNDP2
ENSG00000076685	47.97645648	2.239771435	0.184284908	12.15385169	5.47E-34	2.48E-32	NT5C2
ENSG00000162909	149.9582201	1.076859609	0.088693638	12.14133991	6.38E-34	2.87E-32	CAPN2
ENSG00000196116	27.60799717	2.423479507	0.199677704	12.13695601	6.73E-34	3.02E-32	TDRD7
ENSG00000183734	45.43677702	2.357701485	0.194294447	12.13468283	6.92E-34	3.09E-32	ASCL2
ENSG00000038945	41.05330839	3.713900155	0.30609709	12.13307895	7.05E-34	3.14E-32	MSR1
ENSG00000121594	27.34003833	5.083939753	0.419530701	12.11815904	8.46E-34	3.76E-32	CD80
ENSG00000159202	89.75116519	2.165251685	0.178866529	12.10540448	9.89E-34	4.36E-32	UBE2Z
ENSG00000166128	88.72511221	1.537808118	0.127148614	12.09457237	1.13E-33	4.95E-32	RAB8B
ENSG00000110852	117.5469364	1.779484732	0.147473498	12.06647132	1.59E-33	6.95E-32	CLEC2B
