	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	featureData.symbol
ENSG00000132530	31.04747373	2.415881767	0.19587999	12.33347912	5.98E-35	1.04E-32	XAF1
ENSG00000034510	294.4408216	1.34276351	0.110465095	12.15554572	5.36E-34	9.06E-32	TMSB10
ENSG00000123609	39.7755468	1.948883428	0.162309998	12.00716811	3.26E-33	5.36E-31	NMI
ENSG00000173821	32.04744974	2.339691626	0.197183922	11.86552938	1.79E-32	2.86E-30	RNF213
ENSG00000160932	208.158093	2.95707542	0.252208518	11.7247246	9.52E-32	1.48E-29	LY6E
ENSG00000067066	49.08973609	1.625759855	0.139656374	11.64114321	2.55E-31	3.87E-29	SP100
ENSG00000002549	30.14046163	2.597757745	0.223692523	11.61307367	3.54E-31	5.25E-29	LAP3
ENSG00000107201	26.77541985	3.086598183	0.266940989	11.56284837	6.36E-31	9.20E-29	DDX58
ENSG00000169245	46.00641755	6.468303248	0.568640777	11.37502534	5.57E-30	7.88E-28	CXCL10
ENSG00000175550	98.17996784	1.449739479	0.128667423	11.26733905	1.90E-29	2.63E-27	DRAP1
ENSG00000142089	96.57810759	3.928969667	0.350150175	11.22081307	3.22E-29	4.36E-27	IFITM3
ENSG00000135899	36.59284439	1.947395641	0.176914986	11.00752224	3.52E-28	4.65E-26	SP110
ENSG00000240065	154.635726	1.078965449	0.098939882	10.90526317	1.09E-27	1.41E-25	PSMB9
ENSG00000004468	47.47449333	2.596301761	0.240890669	10.77792581	4.38E-27	5.55E-25	CD38
ENSG00000173193	21.40712452	2.661911513	0.252293598	10.55084842	5.03E-26	6.12E-24	PARP14
ENSG00000115415	15.37501117	2.946831739	0.27938815	10.54744711	5.22E-26	6.22E-24	STAT1
ENSG00000111331	14.11162077	3.947843806	0.376826141	10.47656566	1.11E-25	1.29E-23	OAS3
ENSG00000213689	17.05960757	2.819957248	0.270223907	10.43563201	1.70E-25	1.96E-23	TREX1
ENSG00000122417	22.87994961	2.085616388	0.203253192	10.26117408	1.05E-24	1.19E-22	ODF2L
ENSG00000125826	30.53316555	1.784725953	0.174365388	10.23555176	1.37E-24	1.52E-22	RBCK1
ENSG00000162654	21.87481902	2.129503601	0.21026915	10.12751323	4.17E-24	4.53E-22	GBP4
ENSG00000115267	14.58616575	2.974183914	0.297783027	9.987754984	1.72E-23	1.84E-21	IFIH1
ENSG00000135046	284.5058094	1.340462212	0.136500575	9.820194582	9.22E-23	9.66E-21	ANXA1
ENSG00000136514	18.04896899	2.333708004	0.239527566	9.742962115	1.98E-22	2.04E-20	RTP4
ENSG00000152558	41.68456986	1.511393103	0.157217942	9.613362699	7.02E-22	7.12E-20	TMEM123
ENSG00000185201	101.015324	1.422901472	0.14903411	9.547488644	1.33E-21	1.32E-19	IFITM2
ENSG00000025708	49.22322706	2.278190388	0.243260093	9.365245095	7.59E-21	7.44E-19	TYMP
ENSG00000138496	15.51498613	2.381837849	0.265713143	8.963944448	3.13E-19	3.02E-17	PARP9
ENSG00000168961	11.26965511	3.474599802	0.38835912	8.946873201	3.66E-19	3.48E-17	LGALS9
ENSG00000164096	58.75529598	1.0348215	0.116033533	8.918296909	4.74E-19	4.43E-17	C4orf3
ENSG00000204397	46.04117121	1.753384673	0.196782841	8.910251853	5.09E-19	4.69E-17	CARD16
ENSG00000181381	13.8434136	2.856714304	0.321325508	8.89040626	6.09E-19	5.45E-17	DDX60L
ENSG00000196141	11.22023153	3.035151606	0.341599947	8.8851056	6.39E-19	5.63E-17	SPATS2L
ENSG00000168394	46.96276124	1.22662545	0.139025804	8.823005626	1.11E-18	9.68E-17	TAP1
ENSG00000163131	31.22367366	1.546846504	0.17543741	8.817084686	1.17E-18	1.01E-16	CTSS
ENSG00000114127	22.56299209	1.747679605	0.199082044	8.778690272	1.65E-18	1.40E-16	XRN1
ENSG00000013374	26.3912233	1.686639067	0.193139657	8.732743429	2.49E-18	2.07E-16	NUB1
ENSG00000111335	13.96098957	2.87189078	0.332295679	8.642576348	5.50E-18	4.52E-16	OAS2
ENSG00000185885	19.13662326	1.903219788	0.222167509	8.566598205	1.07E-17	8.64E-16	IFITM1
ENSG00000128383	13.08237188	4.370046258	0.515417405	8.478654813	2.28E-17	1.82E-15	APOBEC3A
ENSG00000152778	12.04761839	2.714081494	0.320763279	8.46132233	2.64E-17	2.09E-15	IFIT5
ENSG00000108700	22.11057603	5.255272691	0.621728122	8.452686153	2.85E-17	2.22E-15	CCL8
ENSG00000130813	24.46554115	1.930580128	0.228912349	8.433708969	3.35E-17	2.58E-15	C19orf66
ENSG00000116663	13.5892333	2.652272527	0.316612956	8.377018309	5.43E-17	4.11E-15	FBXO6
ENSG00000146859	15.68732101	2.024711779	0.241727795	8.375999029	5.48E-17	4.11E-15	TMEM140
ENSG00000204264	75.335862	1.04557878	0.125155663	8.354226666	6.59E-17	4.89E-15	PSMB8
ENSG00000117560	37.8128147	1.149407395	0.138165711	8.319049524	8.87E-17	6.42E-15	FASLG
ENSG00000148175	18.42262459	2.119792483	0.256514181	8.263841292	1.41E-16	1.01E-14	STOM
ENSG00000143119	71.37660336	1.015656882	0.123263235	8.239738952	1.73E-16	1.22E-14	CD53
ENSG00000120690	24.9107129	1.577799546	0.192839079	8.181949198	2.79E-16	1.95E-14	ELF1
ENSG00000130589	11.83051676	2.293119711	0.283312871	8.093948221	5.78E-16	3.99E-14	HELZ2
ENSG00000102524	9.07138949	3.875742378	0.480128686	8.07229914	6.90E-16	4.71E-14	TNFSF13B
ENSG00000135535	45.81691529	1.187071539	0.147444312	8.050982257	8.21E-16	5.55E-14	CD164
ENSG00000138035	9.678125831	2.785425866	0.349144451	7.97786091	1.49E-15	9.95E-14	PNPT1
ENSG00000197536	61.73149931	1.428503742	0.179305162	7.966885773	1.63E-15	1.06E-13	C5orf56
ENSG00000138642	8.369166548	3.050049726	0.384095972	7.940853194	2.01E-15	1.30E-13	HERC6
ENSG00000136147	19.96205971	1.673288446	0.213468809	7.838561756	4.56E-15	2.92E-13	PHF11
ENSG00000196776	32.81234336	1.182326698	0.152484045	7.753773153	8.92E-15	5.65E-13	CD47
ENSG00000106588	48.99817463	1.016214041	0.132331145	7.679326275	1.60E-14	1.00E-12	PSMA2
ENSG00000059378	9.192152632	2.412099057	0.314886139	7.660226214	1.86E-14	1.15E-12	PARP12
ENSG00000137752	23.37300139	1.955682537	0.25624438	7.632099232	2.31E-14	1.42E-12	CASP1
ENSG00000143384	35.38860176	1.286596814	0.169046132	7.610921349	2.72E-14	1.66E-12	MCL1
ENSG00000162645	26.95234155	1.539418259	0.203838171	7.552158921	4.28E-14	2.58E-12	GBP2
ENSG00000079263	12.80844167	1.87127594	0.251226758	7.448553473	9.44E-14	5.57E-12	SP140
ENSG00000086061	53.45058924	1.10362798	0.148673742	7.423153328	1.14E-13	6.69E-12	DNAJA1
ENSG00000117091	41.75998669	1.754067911	0.236576863	7.41436794	1.22E-13	7.08E-12	CD48
ENSG00000101596	20.32248891	1.871718643	0.253197822	7.392317327	1.44E-13	8.28E-12	SMCHD1
ENSG00000185338	49.77879581	1.169996618	0.159280855	7.345494351	2.05E-13	1.17E-11	SOCS1
ENSG00000108771	6.388575275	2.840805311	0.395735398	7.178547401	7.05E-13	3.97E-11	DHX58
ENSG00000128590	18.41915542	1.601654979	0.224474819	7.135120937	9.67E-13	5.40E-11	DNAJB9
ENSG00000137628	7.167973549	2.625495094	0.376056325	6.981653861	2.92E-12	1.61E-10	DDX60
ENSG00000196684	12.95029477	2.06092001	0.296806039	6.943659302	3.82E-12	2.09E-10	HSH2D
ENSG00000169248	5.789735747	4.427883781	0.640033672	6.918204427	4.57E-12	2.48E-10	CXCL11
ENSG00000186654	6.821865914	2.821891561	0.409166294	6.896686271	5.32E-12	2.86E-10	PRR5
ENSG00000180628	10.22142126	1.92398591	0.279216022	6.89067159	5.55E-12	2.96E-10	PCGF5
ENSG00000140105	6.221094907	2.94882416	0.434907576	6.780346733	1.20E-11	6.34E-10	WARS
ENSG00000162614	5.312126975	3.652996994	0.540353002	6.760389933	1.38E-11	7.22E-10	NEXN
ENSG00000017483	8.122297132	2.385772448	0.357453852	6.674350916	2.48E-11	1.29E-09	SLC38A5
ENSG00000154451	12.83635206	1.861225754	0.279089739	6.668915017	2.58E-11	1.33E-09	GBP5
ENSG00000132329	12.94864576	-1.917345458	0.287660199	-6.665313663	2.64E-11	1.35E-09	RAMP1
ENSG00000044574	79.77151047	1.084108918	0.16303458	6.649564262	2.94E-11	1.49E-09	HSPA5
ENSG00000107262	19.44239505	1.390025208	0.209725729	6.627823945	3.41E-11	1.71E-09	BAG1
ENSG00000163840	5.736999028	3.029459607	0.457727171	6.618483241	3.63E-11	1.81E-09	DTX3L
ENSG00000105402	23.40381289	1.212383797	0.183566217	6.604612842	3.99E-11	1.97E-09	NAPA
ENSG00000170581	5.167486167	3.264944489	0.494563692	6.601666358	4.07E-11	1.99E-09	STAT2
ENSG00000069493	23.56594929	1.722312539	0.261821008	6.578206059	4.76E-11	2.32E-09	CLEC2D
ENSG00000100219	36.76674578	1.095240548	0.167585932	6.535396695	6.34E-11	3.06E-09	XBP1
ENSG00000152061	15.46889217	1.614294108	0.249927881	6.459039713	1.05E-10	5.05E-09	RABGAP1L
ENSG00000010030	4.728897572	3.947184119	0.614180561	6.4267487	1.30E-10	6.19E-09	ETV7
ENSG00000160710	19.64043434	1.364839063	0.214082951	6.375281439	1.83E-10	8.61E-09	ADAR
ENSG00000101577	8.684802078	2.022579343	0.31745424	6.371246897	1.87E-10	8.77E-09	LPIN2
ENSG00000103966	7.601044011	2.271466393	0.358367406	6.338373281	2.32E-10	1.08E-08	EHD4
ENSG00000112773	7.829716439	2.095921649	0.33702865	6.218823383	5.01E-10	2.29E-08	FAM46A
ENSG00000131203	7.077116978	3.689691231	0.598143475	6.168572233	6.89E-10	3.10E-08	IDO1
ENSG00000135077	28.63361598	1.389667333	0.225617203	6.159403258	7.30E-10	3.24E-08	HAVCR2
ENSG00000124256	13.68280159	1.700890992	0.27611417	6.160100337	7.27E-10	3.24E-08	ZBP1
ENSG00000124201	5.921127485	2.486225072	0.407547644	6.100452565	1.06E-09	4.63E-08	ZNFX1
ENSG00000131979	7.237594012	2.067516127	0.341060197	6.062027015	1.34E-09	5.84E-08	GCH1
ENSG00000086065	32.35076304	1.339016695	0.223100512	6.001853981	1.95E-09	8.36E-08	CHMP5
ENSG00000137959	56.7400724	3.426718596	0.574854891	5.961014944	2.51E-09	1.05E-07	IFI44L
ENSG00000174021	49.46088154	1.050917488	0.177248831	5.929051735	3.05E-09	1.25E-07	GNG5
ENSG00000129226	9.829933791	1.834091781	0.309480392	5.926358588	3.10E-09	1.26E-07	CD68
ENSG00000059588	4.768229409	2.57366977	0.435602196	5.908303022	3.46E-09	1.40E-07	TARBP1
ENSG00000119655	17.59840347	1.229891598	0.208819779	5.889727504	3.87E-09	1.56E-07	NPC2
ENSG00000108688	2.729369216	3.838399956	0.654905128	5.861001532	4.60E-09	1.84E-07	CCL7
ENSG00000089692	10.54327425	3.674374431	0.635849074	5.778689598	7.53E-09	2.95E-07	LAG3
ENSG00000102921	9.575305575	1.733615339	0.300696304	5.765336373	8.15E-09	3.18E-07	N4BP1
ENSG00000178685	8.602512048	1.691648608	0.295443348	5.725796903	1.03E-08	3.99E-07	PARP10
ENSG00000136689	3.483010638	3.456043913	0.607269427	5.691121204	1.26E-08	4.86E-07	IL1RN
ENSG00000139722	9.913349184	1.581295659	0.278703249	5.673761116	1.40E-08	5.34E-07	VPS37B
ENSG00000269640	5.332576598	2.258453835	0.402014831	5.617837111	1.93E-08	7.21E-07	CTD-2521M24.9
ENSG00000137441	106.9588319	-1.240095581	0.221076653	-5.609346636	2.03E-08	7.53E-07	FGFBP2
ENSG00000104805	11.80420058	1.391217487	0.248688574	5.594215559	2.22E-08	8.12E-07	NUCB1
ENSG00000065911	8.991459937	1.846002743	0.331110758	5.575182007	2.47E-08	8.90E-07	MTHFD2
ENSG00000129515	19.36243651	1.006241128	0.181898616	5.531878955	3.17E-08	1.13E-06	SNX6
ENSG00000116649	13.0844899	-1.29471194	0.234589646	-5.519049799	3.41E-08	1.21E-06	SRM
ENSG00000100129	23.09443558	-1.047188133	0.19033659	-5.501769953	3.76E-08	1.31E-06	EIF3L
ENSG00000188404	26.12760988	1.552562758	0.282488566	5.496019817	3.88E-08	1.35E-06	SELL
ENSG00000106785	6.229653872	1.964107297	0.35772255	5.490588433	4.01E-08	1.38E-06	TRIM14
ENSG00000110848	66.25465137	1.356114305	0.249060159	5.44492668	5.18E-08	1.78E-06	CD69
ENSG00000213928	13.05596935	1.357804205	0.250923311	5.411231815	6.26E-08	2.14E-06	IRF9
ENSG00000130775	15.13251588	1.171340885	0.216752056	5.404058926	6.51E-08	2.21E-06	THEMIS2
ENSG00000026751	8.97882808	1.789334862	0.331358002	5.400004987	6.66E-08	2.25E-06	SLAMF7
ENSG00000111537	14.63889365	3.119868774	0.581976888	5.360812149	8.28E-08	2.78E-06	IFNG
ENSG00000108691	21.97894869	2.902437946	0.541854171	5.356492767	8.49E-08	2.84E-06	CCL2
ENSG00000221963	4.472298505	2.318829799	0.433290344	5.351676608	8.71E-08	2.90E-06	APOL6
ENSG00000132109	6.397694294	1.842165545	0.345685436	5.329022725	9.87E-08	3.26E-06	TRIM21
ENSG00000139180	15.82873483	1.095196186	0.206985642	5.291169837	1.22E-07	4.00E-06	NDUFA9
ENSG00000135655	12.53773654	1.275601905	0.244671567	5.213527337	1.85E-07	5.99E-06	USP15
ENSG00000204267	17.69102238	1.290316888	0.249163591	5.178593235	2.24E-07	7.16E-06	TAP2
ENSG00000155363	3.517420309	2.444217455	0.478481485	5.108280114	3.25E-07	1.02E-05	MOV10
ENSG00000168899	19.80803507	1.020925257	0.200371875	5.095152496	3.48E-07	1.09E-05	VAMP5
ENSG00000108424	8.366265626	1.548754896	0.304108746	5.092766705	3.53E-07	1.09E-05	KPNB1
ENSG00000186298	14.89269205	1.207712567	0.237436862	5.08645776	3.65E-07	1.13E-05	PPP1CC
ENSG00000256262	11.90665296	1.44682723	0.285389068	5.069665918	3.99E-07	1.22E-05	USP30-AS1
ENSG00000169429	4.593765242	-2.848163909	0.569378852	-5.002229889	5.67E-07	1.72E-05	IL8
ENSG00000112343	10.34416747	1.289345185	0.258742099	4.983128727	6.26E-07	1.88E-05	TRIM38
ENSG00000078596	22.98944048	-1.160033802	0.234758795	-4.941385908	7.76E-07	2.29E-05	ITM2A
ENSG00000140511	6.063782589	2.300967783	0.465643448	4.941479999	7.75E-07	2.29E-05	HAPLN3
ENSG00000078081	1.823984819	3.135578552	0.639281909	4.90484481	9.35E-07	2.73E-05	LAMP3
ENSG00000163568	3.120713439	3.118346856	0.637455873	4.891863087	9.99E-07	2.91E-05	AIM2
ENSG00000166750	33.61928443	1.281320022	0.262754129	4.87649814	1.08E-06	3.13E-05	SLFN5
ENSG00000111224	4.315680486	2.086149884	0.429105975	4.861619288	1.16E-06	3.36E-05	PARP11
ENSG00000156136	16.03592518	1.15125665	0.237918361	4.838872649	1.31E-06	3.75E-05	DCK
ENSG00000170545	8.065325088	1.757064687	0.36794515	4.775344057	1.79E-06	5.05E-05	SMAGP
ENSG00000233276	14.45601105	-1.347122352	0.285499123	-4.718481581	2.38E-06	6.60E-05	GPX1
ENSG00000132256	3.088241967	2.43571654	0.518526153	4.697384167	2.64E-06	7.22E-05	TRIM5
ENSG00000108622	21.54625995	1.02583374	0.218354308	4.698023825	2.63E-06	7.22E-05	ICAM2
ENSG00000179750	2.545902015	3.229308319	0.692641434	4.662308896	3.13E-06	8.53E-05	APOBEC3B
ENSG00000140464	5.112289516	1.788293015	0.384917779	4.645909112	3.39E-06	9.11E-05	PML
ENSG00000160255	9.518743769	-1.213422829	0.263731552	-4.600977097	4.21E-06	0.000112668	ITGB2
ENSG00000135148	3.432171106	2.091998111	0.455712618	4.590608269	4.42E-06	0.000117894	TRAFD1
ENSG00000184640	7.772873655	-1.358370641	0.296060496	-4.588152279	4.47E-06	0.000118768	9-Sep
ENSG00000115607	8.361891878	1.536457902	0.336404897	4.567287559	4.94E-06	0.000130651	IL18RAP
ENSG00000104518	13.25365002	1.122503855	0.247117846	4.542382815	5.56E-06	0.000145757	GSDMD
ENSG00000168995	2.374854388	-2.385338142	0.525224343	-4.541560519	5.58E-06	0.000145757	SIGLEC7
ENSG00000152818	8.351746863	1.265546348	0.279699634	4.524662158	6.05E-06	0.000157228	UTRN
ENSG00000133313	7.75035976	1.389647213	0.307613339	4.517512853	6.26E-06	0.000161251	CNDP2
ENSG00000099797	11.93908497	-1.114303294	0.248039235	-4.492447722	7.04E-06	0.000179928	TECR
ENSG00000205426	4.452827776	-2.43491453	0.542842746	-4.485487829	7.27E-06	0.000184354	KRT81
ENSG00000034152	12.30403833	-1.04352127	0.232867585	-4.481178737	7.42E-06	0.000187335	MAP2K3
ENSG00000137198	2.517337393	2.426644933	0.545508057	4.448412632	8.65E-06	0.000216517	GMPR
ENSG00000128228	28.26506831	1.036524405	0.234576208	4.418710714	9.93E-06	0.000246486	SDF2L1
ENSG00000168610	14.04942734	1.220256166	0.276528805	4.412763312	1.02E-05	0.000252328	STAT3
ENSG00000170442	6.9903517	-1.689784263	0.388740175	-4.346821791	1.38E-05	0.000333362	KRT86
ENSG00000107968	8.378347898	1.477269967	0.340419092	4.339562624	1.43E-05	0.000343204	MAP3K8
ENSG00000126790	2.573447521	2.320681617	0.538116186	4.31260326	1.61E-05	0.00038482	L3HYPDH
ENSG00000164691	14.53144957	1.191338157	0.276403911	4.310134951	1.63E-05	0.000386112	TAGAP
ENSG00000105327	2.405676978	-2.300851366	0.53708885	-4.28393061	1.84E-05	0.00042953	BBC3
ENSG00000171860	13.22814167	1.073309156	0.250934959	4.277240454	1.89E-05	0.000440944	C3AR1
ENSG00000001629	2.322999825	2.209604146	0.521205919	4.239407234	2.24E-05	0.000512422	ANKIB1
ENSG00000138166	2.805779197	2.005795407	0.474558485	4.22665587	2.37E-05	0.000540296	DUSP5
ENSG00000166822	10.29415709	1.106746033	0.262276409	4.219769651	2.45E-05	0.000554987	TMEM170A
ENSG00000105287	4.525188204	1.705922713	0.404717188	4.215098256	2.50E-05	0.000564494	PRKD2
ENSG00000100242	8.953151795	-1.157561845	0.278528018	-4.155997856	3.24E-05	0.000718899	SUN2
ENSG00000105939	6.670923708	1.342543995	0.32321695	4.153693039	3.27E-05	0.000723541	ZC3HAV1
ENSG00000138760	5.159048115	1.61377866	0.392652048	4.109945863	3.96E-05	0.00086894	SCARB2
ENSG00000085265	2.582180608	2.492167089	0.610448907	4.082515444	4.46E-05	0.000971177	FCN1
ENSG00000196116	2.079956529	2.405405599	0.593797947	4.050882313	5.10E-05	0.001104389	TDRD7
ENSG00000127311	1.782805866	2.42684263	0.600364274	4.042283554	5.29E-05	0.00114163	HELB
ENSG00000163512	6.996183428	1.408851521	0.351257274	4.010882122	6.05E-05	0.00128242	AZI2
ENSG00000177666	2.381952351	-2.177028807	0.543033928	-4.009010658	6.10E-05	0.001287645	PNPLA2
ENSG00000107796	3.877097206	1.663471309	0.416395978	3.994926456	6.47E-05	0.001361912	ACTA2
ENSG00000106392	8.470468684	1.151052654	0.288855144	3.984878502	6.75E-05	0.001415945	C1GALT1
ENSG00000102871	11.38844975	1.01172802	0.25426051	3.979100097	6.92E-05	0.001445815	TRADD
ENSG00000110057	2.190120084	2.017033975	0.513570575	3.927471847	8.58E-05	0.00176983	UNC93B1
ENSG00000185880	6.212989754	1.39896439	0.356858835	3.920217891	8.85E-05	0.001817798	TRIM69
ENSG00000168016	4.177736204	1.528052456	0.390830647	3.90975597	9.24E-05	0.001873041	TRANK1
ENSG00000101347	6.89478404	1.380358892	0.353789899	3.901634544	9.55E-05	0.001930587	SAMHD1
ENSG00000106605	6.62949615	1.194063638	0.308503365	3.870504423	0.00010861	0.002180094	BLVRA
ENSG00000135047	3.925670502	1.955276098	0.509651353	3.836497411	0.000124802	0.002496851	CTSL
ENSG00000108679	3.652807771	1.993997924	0.520483022	3.831052772	0.000127596	0.002544392	LGALS3BP
ENSG00000000938	4.233933703	-1.684536821	0.440017884	-3.828337169	0.000129012	0.002563295	FGR
ENSG00000176170	3.150144448	1.760743624	0.460009732	3.82762255	0.000129387	0.002563295	SPHK1
ENSG00000171604	6.980851837	-1.246626289	0.328618807	-3.793533001	0.000148519	0.002895166	CXXC5
ENSG00000187741	3.515435931	1.711033587	0.45191494	3.786185044	0.000152978	0.002972559	FANCA
ENSG00000221914	8.629451406	1.056471283	0.279413218	3.78103545	0.000156177	0.003025067	PPP2R2A
ENSG00000103024	5.844453728	-1.215544169	0.322190881	-3.772745416	0.000161461	0.003107614	NME3
ENSG00000101294	14.94168598	1.115811386	0.297365981	3.75231687	0.000175208	0.003340482	HM13
ENSG00000178035	8.637999341	-1.284808689	0.343265781	-3.742897656	0.00018191	0.003446662	IMPDH2
ENSG00000107290	4.074130689	1.526036367	0.410697565	3.715718078	0.000202627	0.003815418	SETX
ENSG00000121060	3.364117482	1.662262422	0.449341917	3.699326417	0.000216172	0.004020675	TRIM25
ENSG00000149218	2.923187262	1.776303574	0.483130465	3.676654034	0.000236313	0.004368562	ENDOD1
ENSG00000120280	2.983533377	1.784428151	0.487195445	3.6626536	0.000249616	0.004600498	CXorf21
ENSG00000134460	2.088207484	2.278274721	0.622236562	3.661428562	0.000250813	0.004601094	IL2RA
ENSG00000077235	9.695007931	-1.036744518	0.28318052	-3.661072867	0.000251161	0.004601094	GTF3C1
ENSG00000135362	9.918594612	-1.01639546	0.278667705	-3.647338541	0.000264971	0.004839495	PRR5L
ENSG00000172936	4.173319213	1.695224821	0.470173928	3.605527063	0.00031152	0.005588982	MYD88
ENSG00000118971	7.855020028	1.139485351	0.316614082	3.598972422	0.000319477	0.005698122	CCND2
ENSG00000170852	1.478058346	2.176463638	0.607226007	3.584272761	0.000338019	0.006011198	KBTBD2
ENSG00000085117	12.8955446	-1.021101469	0.287299617	-3.554134457	0.000379225	0.006627725	CD82
ENSG00000174946	5.55331734	1.49272097	0.42129643	3.543160739	0.000395362	0.00683122	GPR171
ENSG00000140749	1.797819576	2.27812827	0.645737571	3.527947531	0.000418795	0.007195232	IGSF6
ENSG00000153395	5.017068807	-1.198321226	0.343461147	-3.488957154	0.000484909	0.008192266	LPCAT1
ENSG00000163328	3.131112666	1.609881367	0.462534474	3.48056514	0.000500357	0.00842984	GPR155
ENSG00000026103	4.02011146	1.466753129	0.422309514	3.47317093	0.000514348	0.008617803	FAS
ENSG00000117226	8.24799857	1.095959407	0.316321154	3.464704753	0.000530814	0.008869258	GBP3
ENSG00000114541	1.744067237	2.11933279	0.611963032	3.46317127	0.000533848	0.008895524	FRMD4B
ENSG00000113088	11.26376055	1.504955816	0.435088785	3.458962555	0.00054226	0.009011003	GZMK
ENSG00000242258	18.42500945	-1.090150002	0.315738289	-3.452701299	0.000555003	0.009197628	LINC00996
ENSG00000177383	2.703316617	-1.601132027	0.467118667	-3.427677249	0.000608769	0.009979869	MAGEF1
ENSG00000064601	8.081629773	-1.232839105	0.360160185	-3.423029963	0.000619273	0.010124773	CTSA
ENSG00000155158	3.061529698	1.567247538	0.458601706	3.41744812	0.000632111	0.010306975	TTC39B
ENSG00000035720	1.686168569	1.959503747	0.576754314	3.397466998	0.000680128	0.011001431	STAP1
ENSG00000155629	1.649724275	1.993078975	0.586572932	3.397836596	0.00067921	0.011001431	PIK3AP1
ENSG00000169249	4.620282598	1.325070788	0.390264082	3.395318325	0.000685489	0.01105873	ZRSR2
ENSG00000102096	5.646046613	1.258099365	0.371338483	3.388012344	0.000704011	0.011297611	PIM2
ENSG00000171621	1.653694539	1.988202678	0.591663601	3.360359965	0.00077841	0.012328876	SPSB1
ENSG00000038210	2.70150033	1.652635062	0.492717283	3.354124401	0.000796166	0.012577349	PI4K2B
ENSG00000175938	2.665088581	-1.675591114	0.501112372	-3.343743256	0.000826562	0.012990051	ORAI3
ENSG00000184164	6.177539276	1.122572808	0.33708718	3.330215073	0.000867789	0.013567852	CRELD2
ENSG00000184557	5.942949563	1.477220553	0.443709668	3.329250319	0.000870801	0.01358003	SOCS3
